,id,Tweets,Sentiment,Label
0,883783102367137794,"@APCNigeria @OfficialPDPNig Final Result for EDE NORTH LOCAL GOVERNMENT

PDP:18,559 - Winner 
APC: 2,784

#OsunWestDecides",0.0,Negative
1,883783062479360000,RT @Ceorhemz: 5 more local Govts to go. PDP winning 4 out of 5 currently with a wide margin #OsunWestDecides,0.18,Positive
2,883782988265291776,"@adeyanjudeji @adeyanjudeji this is the result of wasted years of governance, Custodians of peoples mandate must be proactive be it PDP/APC",-0.2,Negative
3,883782983181905920,RT @EditiEffiong: Ozumba road has disintegrated. Imagine the road was built by a construction firm owned by a PDP politician - they'd be an…,-0.2,Negative
4,883782967872688129,@kayodea PDP won the Senate seat?,0.0,Negative
5,883782965121167365,RT @SevdaTepedik: 20 Benefits of Walking https://t.co/t3VUVbcJu5,0.0,Negative
6,883782884452167681,RT @LSlydon: @seppolarmour @4eyedmonk Pdp were never a better choice.. It just a pity that dy av hijackd ds administration thru some of the…,-0.175,Negative
7,883782825417334784,"Final Results for Iwo Local Government 

APC =12,205

PDP = 12,547

#OsunWestDecides",0.0,Negative
8,883782824922419200,RT @EditiEffiong: Ozumba road has disintegrated. Imagine the road was built by a construction firm owned by a PDP politician - they'd be an…,-0.2,Negative
9,883782741497708544,Hey guys I found @Gen_e_us https://t.co/jTuabFMP6q @ChrisYang88 @pdp_impound @Steamhater007,0.0,Negative
10,883782651060117504,RT @DeleMomodu: The arrowhead of PDP mobilisation effort in the State of Osun is SENATOR IYIOLA OMISORE former… https://t.co/apurqf4fav,0.0,Negative
11,883782641165639680,"Osun by-election: APC, PDP chieftains confident of victory https://t.co/834grxcTfE #News #Nigeria https://t.co/uXTvRF9R19",0.5,Positive
12,883782596240527362,en vrai sur ma pdp on croirait trop g du ral mais nn mdr,0.0,Negative
13,883782565525688320,"RT @MrKakaki: #OsunWestDecides
EDE NORTH LOCAL GOVERNMENT
PDP:18,559
APC: 2,784
We are still baffled about how APC manage to scoop 2000+ vo…",0.0,Negative
14,883782545099423744,"RT @DemolaRewaju: The margins from all LGAs are reportedly close, except the Ede LGAs where they may simply announce PDP votes in kilograms…",0.0,Negative
15,883782490258800644,RT @GoodYemi: The same Adeleke family that buried PDP in ?sun state resurrected it today in #osunwestdecides through Ademola Jackson,0.0,Negative
16,883782484307193856,RT @LeadersNG: PDP's candidate sings Aje ku iya to Governor Aregbesola as he clears his polling unit by wide margin.  https://t.co/WvQuGXGm…,-0.1,Negative
17,883782481694031874,RT @effalixumab: If PDP Truly Wins #OsunWestDecides In Aregbesola's State Of Osun Then They Just Need To Regroup And Challenge APC Come 2019,0.3,Positive
18,883782479563427840,RT @jsbrown0: @SaharaReporters @APCNigeria @OfficialPDPNig So PDP dey still election? thought they said PDP is ''dead and buried'',-0.2,Negative
19,883782469677457408,RT @planner4all: @SaharaReporters @APCNigeria @OfficialPDPNig So far PDP had won 4 of 10 local government convincingly with a good margin.…,0.32499999999999996,Positive
20,883782455215443969,"RT @olufemisp: 2014: Adeleke packed all PDP votes to APC 

2017: Adeleke returned all the votes he borrowed, back to PDP

Respect????

#Osu…",0.0,Negative
21,883782409426280451,@oluwaferanmi909 PDP dey lead with massive votes. Over 6k votes.,0.0,Negative
22,883782376756846592,"RT @DemolaRewaju: The Peoples of Osun West are jubilating already: too late for rigging by substitution - PDP wins it. 

9 LGAs to PDP, 1 t…",0.0,Negative
23,883782367801999360,@NigeriaInfoAbj @Benjaminubiri @inya01 @swat_dyno1 @AgulaMusa @BIkimberly @zukiberry @PeterKundum @imohRICH… https://t.co/uuEpbJUVPJ,0.0,Negative
24,883782337653354496,"@OsunDefender If APC wins, d will shout rigging but people's will if pdp wins. Funny people we are. We must complain. Pdp already complained",0.1375,Positive
25,883782319080955904,RT @auxanosparkles: Update: Iwo local government- PDP- 12547 APC- 12205 #Osunwestbyeelection,0.0,Negative
26,883782314806964224,@Alanis_fdc pdp,0.0,Negative
27,883782312499986432,@IndianExpress Why the BJP is NOT recommending Presidents rule here? Law &amp; order all hunky dory because they r in c… https://t.co/woUqRYjPyO,0.0,Negative
28,883782304212160513,"RT @DemolaRewaju: The Peoples of Osun West are jubilating already: too late for rigging by substitution - PDP wins it. 

9 LGAs to PDP, 1 t…",0.0,Negative
29,883782282011701251,"RT @DemolaRewaju: The margins from all LGAs are reportedly close, except the Ede LGAs where they may simply announce PDP votes in kilograms…",0.0,Negative
30,883782215632551940,@TeiiKow_ J'ai déjà mis une nude en pdp,0.0,Negative
31,883782169386250240,"@SKSolaKuti u said Henry is an ordinary supporter ,we can now extend it that u are also an ordinary supporter of GE… https://t.co/nWM8MDEddW",-0.25,Negative
32,883782169126219776,"RT @DemolaRewaju: The Peoples of Osun West are jubilating already: too late for rigging by substitution - PDP wins it. 

9 LGAs to PDP, 1 t…",0.0,Negative
33,883782138725793792,"#OsunWestDecides
EDE NORTH LOCAL GOVERNMENT
PDP:18,559
APC: 2,784
We are still baffled about how APC manage to scoop 2000+ votes",0.0,Negative
34,883782087790166016,"RT @olufemisp: 2014: Adeleke packed all PDP votes to APC 

2017: Adeleke returned all the votes he borrowed, back to PDP

Respect????

#Osu…",0.0,Negative
35,883782074762747906,RT @Ceorhemz: 5 more local Govts to go. PDP winning 4 out of 5 currently with a wide margin #OsunWestDecides,0.18,Positive
36,883781977329061890,La pdp a pépé elle me fait trop rire mdr,0.0,Negative
37,883781962703491072,"RT @DemolaRewaju: The Peoples of Osun West are jubilating already: too late for rigging by substitution - PDP wins it. 

9 LGAs to PDP, 1 t…",0.0,Negative
38,883781962351222784,"RT @Ceorhemz: Egbedore Local Govt final result :

APC -  4768

PDP - 7142

Godwin

#Osunwestdecides",0.0,Negative
39,883781962057560064,RT @Ceorhemz: 5 more local Govts to go. PDP winning 4 out of 5 currently with a wide margin #OsunWestDecides,0.18,Positive
40,883781918994640896,The same Adeleke family that buried PDP in ?sun state resurrected it today in #osunwestdecides through Ademola Jackson,0.0,Negative
41,883781877986971649,UPDATE: PDP dominates Osun by-election https://t.co/8Khy5qozji https://t.co/LWAoJSjGqV,0.0,Negative
42,883781872484061185,Well. PDP ti fi eyin APC ganle. https://t.co/RLCgrSI1Gg,0.0,Negative
43,883781870667923458,"@sidramatic1 As in, PDP fo APC lenu. Dem beat APC like mumu ???",0.0,Negative
